metric,value
contract_behavior_rows,314100.0
contracts,349.0
trade_seconds,87174.0
decision_contracts,341.0
avg_minutes_before_decision,4.6099185197947214
near_moneyness_rows_abs_z_bps_10,136856.0
uncertain_20_80_rows,0.0
