metric,value
contract_behavior_rows,313200.0
contracts,348.0
trade_seconds,72280.0
decision_contracts,335.0
avg_minutes_before_decision,4.776372815323382
near_moneyness_rows_abs_z_bps_10,135086.0
uncertain_20_80_rows,0.0
